i,j,MAPD-test,MSE-test,RMSE-test,R2-test,Slope-test,Loss,MAPD-ind,MSE-ind,RMSE-ind,R2-ind,Slope-ind
5,5,25.319259214342416,0.0017193303122890612,0.041464808118319575,0.8171495607748946,0.8160177666340457,0.017138976455724417,23.86951575887239,0.0015199411949068213,0.03898642321253415,0.8351918008191184,0.8457835300066028
6,5,23.94431985488015,0.0016354174457292845,0.04044029482742781,0.8350532804647327,0.835320308190144,0.015436990529064831,22.57330966779595,0.001586729039836674,0.039833767582751624,0.8430875085036554,0.857135696556393
6,6,23.56110580125152,0.001545001087453521,0.0393065018470675,0.8382206895001268,0.8370366663334969,0.015407371489482746,22.921203379146135,0.0015614600284273251,0.039515313847005254,0.841644453555582,0.8398729707912077
7,5,23.600438215563667,0.0016454714738753883,0.04056441142030029,0.8364520094071214,0.8323725735548974,0.015468764940066963,22.544147592896486,0.001484045434316511,0.03852331027204842,0.8477476504856214,0.8760869808906346
7,6,23.852752626187495,0.0016240489389313972,0.040299490554241466,0.8307942524338946,0.832025737606922,0.015936821804625474,23.07764409100449,0.0015054396771495664,0.038799995839556047,0.8311277934280429,0.867648609975185
7,7,23.165908241703118,0.0015643788607633063,0.039552229529614465,0.8434779179697898,0.8447835311782133,0.014836166023197827,22.233462331489147,0.0014826060184229782,0.0385046233382821,0.8504512255070618,0.8794620548638111
8,5,22.94958424537354,0.0015431003933327884,0.03928231654743376,0.8443561389605425,0.835682505245088,0.014727645960756153,22.07168706768558,0.0014207450267593885,0.03769277154520995,0.8510282891752128,0.8674568341981321
8,6,23.12234536843468,0.001497104656867691,0.03869243668816544,0.8430641009044306,0.8377192302855132,0.014782258801890375,21.949718250651156,0.0013696703065243616,0.03700905708775031,0.8564763289775912,0.8687687929895799
8,7,23.341692679291874,0.0015154102328293856,0.03892827035496678,0.8432896700627546,0.8495675500793411,0.014734200627349526,22.80719044987352,0.001498972022091841,0.03871656004982675,0.8451144338252881,0.8508498581217968
8,8,22.606791087774127,0.0015043303194713894,0.038785697357033425,0.8481140530886412,0.8455698982762069,0.014367489007516124,22.037303306887296,0.001460714698773637,0.03821929746572583,0.8526974787591913,0.8771350960309102
9,5,22.826217456459254,0.0014831036040993375,0.03851108417195415,0.8482985524144768,0.8557360789016465,0.014447332380698246,22.412446549094312,0.0013576251462865017,0.03684596512898667,0.8496790057950664,0.8765449167301879
9,6,22.65372320612527,0.0014994366479909327,0.038722559935920206,0.8516913272539223,0.8550529875683983,0.014008258449447114,22.40959173374811,0.0014734817072851057,0.038385957162549764,0.8512566402253847,0.8727287795713318
9,7,22.822683258109233,0.0014689030104743574,0.038326270500459045,0.848390288841536,0.8512745971779657,0.01443063842016386,22.520667215895113,0.001547422731722722,0.03933729441284342,0.8420649637096885,0.8692975168292462
9,8,22.836365126934723,0.0014925412487928182,0.03863342139641295,0.8500111218880506,0.8426210852970345,0.014253605074886018,22.024685559071195,0.0014641210787423235,0.038263835128516895,0.8480124534404955,0.8603525968644273
9,9,22.741896406763423,0.0014627957682521414,0.03824651315155594,0.8501448592638204,0.8589916025789263,0.014071727818637159,22.37658745380582,0.0013752795954578654,0.03708476230822931,0.8541077869241825,0.870790195304892
10,5,22.56325931021613,0.0014859103432682227,0.038547507614218365,0.8528881799316673,0.8587319242610416,0.013970039940959085,21.455308374283135,0.0014354740642268454,0.03788765055036859,0.8563439458447396,0.8683492246601587
10,6,22.758004187672746,0.0014924947055688488,0.038632819021770196,0.8503316307353704,0.8541414637716367,0.014050972269362515,22.57185764414623,0.001418178634097101,0.037658712592135976,0.8500829335811313,0.885063629603157
10,7,22.58252644815074,0.0014910441223736873,0.03861404048236454,0.8514506667994095,0.8588057311810324,0.014071241885592566,23.296116417814005,0.0014892674744858667,0.03859102841964524,0.8439078733006707,0.8721476790347582
10,8,22.60901838436681,0.0014600444908109472,0.03821052853352001,0.8544169409893054,0.8584855460222716,0.01395133573644774,22.25198701717134,0.0014167613024298712,0.03763988977706857,0.856220661595259,0.888857881089729
10,9,22.753597390154027,0.0014724781016333343,0.03837288237327676,0.8529530426420437,0.8481723143032409,0.01408192137117512,22.465838946164133,0.0015277581121429158,0.03908654643407263,0.8454081155547811,0.8633754347677789
10,10,22.4158235751029,0.001439690979294214,0.037943259998242294,0.8572255202398491,0.8607075739655186,0.013607901399276045,21.28826627484097,0.0013826068482899263,0.037183421686148334,0.86164539152673,0.8733691451447552
11,5,21.997542955279272,0.0014302484577468962,0.03781862580458069,0.8593475417309272,0.8585344998393325,0.013527444813445005,22.027036105467708,0.0014334445302350523,0.03786085749471415,0.8564285652081975,0.8639363829724663
11,6,22.040020048698796,0.0014621134683237185,0.03823759234475568,0.8587751353191767,0.8627306107269312,0.013525886001596849,21.290326750192808,0.0014114913853180283,0.03756982013954856,0.8578679348234296,0.8879751972816029
11,7,22.28477557463736,0.001414093610333315,0.037604436045941644,0.8582925323506645,0.8690392189436779,0.013546376891485022,22.06250245491293,0.0013657146283086864,0.036955576416945336,0.856838513324046,0.8858954910401834
11,8,22.437659431405503,0.0014436859508700356,0.03799586754990647,0.8531679142699212,0.8617394980159097,0.013980079925715072,21.41547304883074,0.0014787639942885657,0.0384547005486789,0.856224012702379,0.8825755946098431
11,9,22.070997365806242,0.0014166385803732358,0.03763825952901165,0.8569649646861817,0.8558643944604498,0.013644106262304691,21.09930639040323,0.0014164796581048482,0.037636148289973144,0.8616623235512503,0.8734008048906851
11,10,22.297699164550927,0.0014591389002117838,0.03819867668142162,0.8555253228631367,0.8520660808455464,0.013908370594297406,21.719275924934845,0.0014240627692858035,0.037736756210434985,0.855998677066122,0.8699890318370274
11,11,22.232947630862064,0.0014124123964585086,0.03758207546768151,0.8543614907456475,0.8626986037230371,0.0137658629206919,22.037002084184202,0.0013777050814286615,0.03711744982388555,0.8564663242678221,0.900616844866656
12,5,22.619538662335977,0.001463691606021208,0.038258222724287756,0.8504410401855821,0.8533072430788156,0.014019371657825318,22.139171133047636,0.0014421829630607314,0.037976084093291285,0.8551744937586068,0.8646331070716038
12,6,22.19636270937943,0.0014515593134927023,0.0380993348169322,0.8566519279373132,0.8528450404000323,0.013597325239851592,20.8584271324062,0.0013996696734137769,0.03741215943264672,0.8615432457102404,0.8657693893123631
12,7,22.01930228511576,0.001426223535405788,0.0377653748214656,0.8596594068642718,0.8595304309428159,0.013264804973969277,21.620508212971114,0.0013934169125498811,0.03732850000401679,0.8596169748878085,0.8762883961807104
12,8,22.277898654126645,0.001521683569414704,0.03900876272601714,0.85476324080584,0.8544396033011729,0.013812597193332377,22.009924871917377,0.001438664704416335,0.03792973377729318,0.8556640307081227,0.8595273130568858
12,9,22.05982546403345,0.0014238391775595438,0.03773379357498453,0.8578225699302995,0.8629505453435918,0.013356515886879103,21.991356144732617,0.0014166523341495596,0.037638442238615025,0.8586762393624786,0.8824484091912342
12,10,21.97523659736964,0.0014202349338989786,0.03768600448308335,0.8586038890341879,0.8540935282005441,0.013292198381335472,21.806491025832468,0.0013491553940433241,0.03673085071221907,0.8578261427482656,0.873586438436149
12,11,22.122323224409868,0.0014359434064219944,0.0378938439119337,0.8546058736985958,0.8624696256760143,0.013660052031115782,22.134587277228206,0.001397848537698553,0.037387812689411944,0.8525215845829942,0.8785355715297058
12,12,22.200083252064406,0.00142094315643603,0.037695399672055874,0.8552384044088632,0.8601706780753768,0.013787050181136058,21.929314580787423,0.0014121708192702301,0.037578861335466646,0.8539416037825551,0.8983552981961823
13,5,22.648681013392125,0.001532455985106488,0.03914659608582192,0.8479251021473208,0.8490650248920936,0.014287901325593953,22.08037114352696,0.001419539187820274,0.03767677252393408,0.850264756728588,0.8773475427562328
13,6,21.95657387589473,0.0014460628084591162,0.03802713253006485,0.8577765676328093,0.8603858735387948,0.01348232186035655,22.20552523810214,0.0014958824905337282,0.038676640114334235,0.8551202376510718,0.8827535510188411
13,7,22.246370691173713,0.0014408563709947654,0.03795861392351893,0.8556786362119186,0.8555505189442227,0.013733495636635326,22.375202992495442,0.0014181343038382247,0.037658124008482216,0.8520568947937843,0.889354221141227
13,8,21.80093607374363,0.0013917486656257604,0.037306147826139335,0.8594389541733524,0.858549826742006,0.013437759257725574,21.706631840308887,0.001372686839790473,0.03704978866053723,0.8566459266718589,0.8737202681640724
13,9,21.99290145450742,0.0014147918696025183,0.03761371916737985,0.8572852631865762,0.845874611595739,0.013483428015000623,21.553949417428917,0.0014240134952697898,0.03773610333976986,0.8595706519770908,0.8527114035452175
13,10,21.992953264051295,0.0014248730767290065,0.037747490999124785,0.8583683222301146,0.861464225420407,0.013505459846318258,22.31186228256894,0.0014478722905394278,0.03805091707882253,0.857787991944365,0.8759342063060114
13,11,21.870736845608953,0.0014099848310099837,0.0375497647264265,0.8609324824026614,0.8589829156079313,0.013369876488562776,22.528106009648663,0.001398843275825153,0.037401113296600584,0.8543341927465026,0.8775240930464165
13,12,22.1460599513361,0.0014477217973058662,0.03804893950303827,0.8559859578658301,0.8586239240535903,0.013644215229466463,21.719296228402442,0.0014774398420168994,0.03843747965224696,0.8565811877471428,0.8687162542459248
