i,j,MAPD-test,MSE-test,RMSE-test,R2-test,Slope-test,Loss,MAPD-ind,MSE-ind,RMSE-ind,R2-ind,Slope-ind
79,77,29.72665885187365,0.0369006565922452,0.1920954361567323,0.9058695868756476,0.9595741508822933,0.0255385803224287,27.46740426133255,0.014170395906356,0.1190394720517359,0.9149797199521827,1.0130084745172516
82,74,30.34690164490855,0.0367883885384598,0.1918029940810619,0.9063901139901064,0.9611908853583432,0.0252440836135399,29.8878867131133,0.0134561211373028,0.1160005221423714,0.9103843674969012,1.002608497732577
83,40,30.23854821215456,0.0374304152951798,0.1934694169505345,0.9046388202146668,0.9520368104393396,0.0254538247101379,28.43403581926408,0.0140784066864153,0.1186524617798356,0.9148677413016132,1.0090206111847542
92,66,29.41592001407495,0.0368310649292534,0.1919142124212103,0.9064935358634654,0.9574763330438414,0.0256649832718861,27.895141393894367,0.0136591261086019,0.1168722640689479,0.9136770877809453,0.9982900722788882
95,78,29.33532173578485,0.0373307173061133,0.193211586883689,0.906881769831184,0.954377963189814,0.0256469261742756,28.797104991199618,0.0134672592095141,0.1160485209277313,0.9128538494823007,1.0099447686945944
98,88,29.3172966529553,0.0368238716551172,0.1918954706477389,0.9077054651697214,0.9528102930783664,0.0254295233800089,28.706698892450568,0.0137132491535319,0.1171035830089412,0.9146432949612736,1.0106640399088511
99,66,29.472656335882224,0.0377220384889911,0.1942216220944287,0.9049780606683852,0.9505367854066024,0.025709643281276,27.085159520170265,0.0141665995387442,0.1190235251483681,0.9164680218028336,1.0056550673289133
102,62,29.627068060073107,0.0373494210377907,0.1932599830223285,0.9066100364871248,0.9540683818990706,0.025494072811015,28.814950389540872,0.0133999307225925,0.1157580697946909,0.9139338802029454,1.007438204440339
106,53,29.454081578273584,0.0377419670123693,0.194272918885699,0.9057982760166416,0.9509562487059112,0.0257097795415386,27.681868713857828,0.0135256652565057,0.116299893622074,0.9143052001696108,0.9908663097418016
109,76,30.049947511232205,0.0384292933391817,0.1960339086463914,0.9050039025661848,0.9548333154046346,0.0256836381408394,28.09524997743153,0.0137825295004675,0.1173990183113451,0.915367990146338,0.9945630976450706
